user_id,hour_of_day,historical_open_rate,historical_push_count,days_since_last_open,target_opened,site_web,campaign_type_promo,campaign_type_reminder,device_os_iOS,day_of_week_Mon,day_of_week_Sat,day_of_week_Sun,day_of_week_Thu,day_of_week_Tue,day_of_week_Wed,segment_inactive,segment_new
651,23,0.13,51,4,0,True,False,False,True,False,False,False,False,False,False,False,False
652,12,0.18,60,23,0,False,False,False,True,False,False,False,True,False,False,False,False
653,10,0.8,56,22,0,True,True,False,True,False,True,False,False,False,False,False,True
654,15,0.48,84,29,0,True,False,False,False,False,False,False,True,False,False,True,False
655,19,0.15,75,12,0,False,False,True,True,False,False,False,False,False,False,False,False
656,6,0.69,41,26,0,True,False,False,True,False,True,False,False,False,False,False,False
657,2,0.94,54,23,1,True,False,False,True,False,False,False,True,False,False,False,False
658,15,0.57,17,27,0,True,False,True,False,False,False,False,True,False,False,False,True
659,18,0.1,25,16,0,False,False,False,True,False,False,True,False,False,False,False,False
660,19,0.05,93,5,0,False,False,False,True,False,True,False,False,False,False,True,False
661,15,0.8,87,28,1,False,False,False,True,False,False,False,True,False,False,False,True
662,1,0.63,9,28,0,True,True,False,False,False,False,False,False,True,False,False,True
663,13,0.92,56,26,1,True,False,False,False,False,False,False,False,False,False,False,False
664,19,0.55,89,12,0,False,False,True,False,False,False,False,False,False,False,False,True
665,9,0.06,23,28,0,True,False,True,False,False,False,False,False,False,False,False,False
666,18,0.4,2,11,0,True,False,False,False,False,False,False,True,False,False,True,False
667,23,0.66,45,2,1,False,False,False,True,False,False,False,False,True,False,True,False
668,10,0.38,65,29,0,False,False,False,False,False,False,False,False,False,False,False,True
669,17,1.0,38,15,1,True,False,True,True,False,False,False,False,False,True,False,True
670,10,0.41,6,4,1,True,False,True,False,False,False,False,False,False,False,False,False
671,8,0.55,48,1,0,True,True,False,False,True,False,False,False,False,False,False,True
672,18,0.23,44,10,0,False,True,False,False,False,False,False,False,False,True,True,False
673,19,0.15,79,3,0,False,True,False,True,False,False,False,False,False,False,False,True
674,9,0.65,7,21,0,False,False,True,True,False,False,False,True,False,False,True,False
675,2,0.59,66,0,1,False,True,False,True,False,False,False,False,False,False,False,False
676,2,0.0,62,12,0,True,False,False,False,False,False,False,False,True,False,True,False
677,23,0.28,30,17,0,False,False,False,False,False,False,False,False,True,False,False,True
678,7,0.64,93,15,0,False,False,True,False,False,False,False,False,False,False,True,False
679,5,0.81,76,1,1,False,True,False,False,False,False,True,False,False,False,True,False
680,19,0.31,52,8,0,False,False,False,False,False,False,False,True,False,False,False,True
681,0,0.65,98,26,1,False,False,True,False,False,False,False,True,False,False,False,False
682,19,0.27,94,11,0,True,True,False,True,False,False,False,True,False,False,True,False
683,23,0.69,36,4,1,True,False,False,True,False,False,False,False,False,False,False,True
684,5,0.7,35,4,1,False,True,False,False,False,False,False,False,False,False,True,False
685,1,0.13,66,21,0,True,False,True,True,True,False,False,False,False,False,True,False
686,18,0.67,50,12,0,False,True,False,True,False,False,False,False,True,False,True,False
687,6,0.33,3,15,0,False,False,True,True,False,False,True,False,False,False,False,False
688,10,0.17,76,25,0,True,True,False,False,False,False,False,False,False,True,True,False
689,10,0.5,4,18,0,True,False,False,False,False,False,False,False,False,True,False,True
690,3,0.45,55,8,0,False,False,True,False,False,False,False,False,True,False,False,True
691,19,0.77,52,15,0,False,False,True,False,False,True,False,False,False,False,True,False
692,15,0.08,59,18,0,False,False,True,True,True,False,False,False,False,False,False,False
693,4,0.79,71,3,1,True,True,False,False,False,False,False,False,True,False,False,True
694,23,0.11,20,27,0,False,True,False,False,True,False,False,False,False,False,False,False
695,6,0.21,19,14,0,False,False,False,False,False,True,False,False,False,False,False,False
696,15,0.52,8,8,0,False,False,True,True,True,False,False,False,False,False,False,True
697,14,0.46,67,15,0,True,False,True,True,False,False,False,True,False,False,False,True
698,4,0.99,27,25,1,False,True,False,True,False,False,False,False,True,False,False,False
699,0,0.59,79,23,0,False,True,False,True,False,False,False,False,False,True,True,False
700,19,0.33,8,5,0,True,False,False,True,False,False,False,False,False,False,False,False
701,21,0.9,18,7,1,False,False,False,False,False,True,False,False,False,False,False,True
702,21,0.31,29,0,0,False,True,False,True,False,True,False,False,False,False,False,False
703,8,0.27,46,13,0,True,False,True,True,False,False,False,False,False,False,False,True
704,20,0.49,36,3,1,False,False,False,False,False,False,False,False,True,False,True,False
705,4,0.91,3,9,1,True,True,False,False,False,False,True,False,False,False,True,False
706,21,0.71,9,26,0,True,True,False,False,False,False,False,False,False,False,True,False
707,5,0.68,10,15,0,False,False,True,True,True,False,False,False,False,False,True,False
708,2,0.73,84,3,1,False,True,False,False,False,False,False,False,False,False,True,False
709,5,0.66,66,1,1,False,True,False,True,True,False,False,False,False,False,False,True
710,7,0.76,1,1,1,False,False,False,False,True,False,False,False,False,False,False,False
711,5,0.19,91,12,0,True,True,False,True,False,False,False,False,False,True,True,False
712,15,0.18,4,10,0,False,True,False,True,False,False,False,False,False,False,False,True
713,15,0.36,48,9,1,True,False,False,True,False,False,True,False,False,False,False,False
714,20,0.85,96,24,1,False,False,True,True,False,False,False,False,False,True,False,False
715,2,0.71,18,5,1,False,False,True,False,False,False,True,False,False,False,True,False
716,16,0.57,78,6,0,False,False,False,False,False,False,False,False,False,False,True,False
717,20,0.02,45,26,0,True,False,False,True,False,False,True,False,False,False,False,False
718,5,0.24,15,26,0,False,False,True,False,True,False,False,False,False,False,False,False
719,5,0.8,51,14,1,False,False,True,True,False,False,True,False,False,False,False,True
720,21,0.24,61,19,0,False,False,True,False,False,False,False,False,False,False,True,False
721,18,0.73,4,18,1,False,False,True,False,False,True,False,False,False,False,False,False
722,19,0.18,19,2,0,True,False,True,True,False,True,False,False,False,False,False,False
723,14,0.61,88,20,0,False,False,False,True,False,False,False,False,False,True,True,False
724,18,0.63,94,26,0,True,True,False,False,False,False,False,True,False,False,False,True
725,1,0.75,77,13,0,True,False,True,True,False,True,False,False,False,False,False,True
726,7,0.44,11,21,0,True,False,True,False,False,False,True,False,False,False,True,False
727,6,0.63,28,29,0,True,True,False,False,False,False,False,False,False,True,False,True
728,7,0.49,57,1,0,True,True,False,False,False,False,True,False,False,False,False,True
729,12,0.95,75,22,1,True,True,False,True,False,False,False,True,False,False,False,True
730,21,0.52,54,15,0,False,True,False,True,False,False,False,False,True,False,False,False
731,14,0.21,65,22,0,True,True,False,False,False,False,False,False,False,True,False,False
732,11,0.67,47,16,0,True,True,False,True,False,True,False,False,False,False,False,True
733,14,0.55,4,14,0,True,False,False,True,False,True,False,False,False,False,True,False
734,13,0.8,34,29,0,False,True,False,False,False,False,False,False,False,False,True,False
735,6,0.18,76,28,0,False,True,False,True,False,False,False,True,False,False,True,False
736,16,0.26,54,12,0,True,False,False,True,False,True,False,False,False,False,False,True
737,4,0.92,88,28,1,False,True,False,False,False,False,False,False,False,False,True,False
738,19,0.93,61,28,1,True,False,True,True,False,False,False,True,False,False,False,False
739,9,0.44,96,11,0,True,False,True,False,False,False,False,False,False,True,True,False
740,18,0.05,83,6,0,False,True,False,True,False,False,False,False,False,True,True,False
741,17,0.31,93,28,0,True,False,False,True,False,False,False,False,False,False,False,False
742,23,0.25,93,19,0,False,False,True,False,False,False,False,False,False,True,False,False
743,9,0.41,83,19,0,False,False,False,False,False,False,False,False,False,False,False,True
744,1,0.32,20,2,0,True,False,True,True,True,False,False,False,False,False,False,True
745,5,0.83,3,8,1,True,True,False,False,False,False,True,False,False,False,False,True
746,2,0.0,40,2,0,False,False,False,False,False,False,False,True,False,False,False,True
747,18,0.64,69,15,0,True,False,False,True,False,False,False,False,False,False,False,True
748,4,0.66,23,19,0,True,False,False,False,False,False,False,True,False,False,False,False
749,6,0.66,69,2,1,True,False,True,True,True,False,False,False,False,False,False,False
750,6,0.52,94,7,1,False,False,True,True,False,False,False,True,False,False,False,False
751,9,0.61,32,7,1,False,False,True,False,False,False,False,False,False,False,True,False
752,0,0.81,24,25,1,True,True,False,True,False,False,True,False,False,False,True,False
753,10,0.78,51,23,0,False,False,True,False,False,False,True,False,False,False,True,False
754,22,0.03,58,14,0,False,True,False,True,False,False,False,False,False,True,False,True
755,6,0.03,42,4,0,False,False,False,False,False,False,True,False,False,False,True,False
756,5,0.84,35,12,0,False,False,False,False,False,False,True,False,False,False,False,True
757,5,0.57,32,14,0,False,True,False,True,False,False,False,True,False,False,False,True
758,12,0.96,54,6,1,True,False,True,False,False,False,False,True,False,False,False,True
759,15,0.43,45,11,0,True,True,False,False,False,True,False,False,False,False,False,True
760,12,0.18,48,2,0,True,False,False,False,False,True,False,False,False,False,True,False
761,1,0.47,86,7,1,False,False,False,True,True,False,False,False,False,False,False,False
762,18,0.44,85,9,0,False,True,False,True,False,False,False,False,True,False,False,True
763,18,0.52,92,1,0,True,False,True,False,False,False,True,False,False,False,True,False
764,18,0.81,49,7,1,False,False,True,False,False,False,False,False,False,True,False,True
765,17,0.66,34,21,0,True,True,False,True,False,False,True,False,False,False,False,True
766,5,0.19,16,17,0,True,True,False,True,False,False,False,False,False,False,False,False
767,1,0.73,11,11,0,True,False,True,True,True,False,False,False,False,False,False,True
768,18,0.59,97,21,0,False,False,False,False,False,False,False,False,False,False,False,False
769,5,0.58,19,26,0,False,True,False,True,False,False,False,False,False,False,True,False
770,19,0.68,92,25,0,True,False,True,False,False,False,False,True,False,False,False,True
771,22,0.56,29,17,0,True,False,True,True,True,False,False,False,False,False,False,False
772,21,0.46,54,18,0,True,False,False,False,True,False,False,False,False,False,False,True
773,14,0.64,53,26,0,True,False,False,True,False,True,False,False,False,False,False,True
774,5,0.72,67,4,1,False,False,False,False,False,False,False,False,False,True,False,True
775,2,0.23,82,15,0,False,False,False,True,False,False,False,False,True,False,False,False
776,10,0.5,82,16,0,True,False,False,True,False,False,False,False,False,False,True,False
777,7,0.46,76,8,1,True,True,False,False,False,False,True,False,False,False,False,False
778,21,0.04,82,9,0,False,False,True,True,False,False,False,False,False,True,True,False
779,17,0.83,32,18,1,False,True,False,True,False,False,True,False,False,False,False,False
780,16,0.38,83,28,0,True,True,False,True,False,True,False,False,False,False,False,False
781,18,0.07,56,11,0,True,True,False,True,False,False,False,False,False,True,True,False
782,18,0.46,63,0,0,True,True,False,False,False,False,False,False,False,False,True,False
783,23,0.16,4,21,0,False,True,False,False,False,False,False,True,False,False,True,False
784,20,0.7,11,16,1,False,False,False,True,False,False,False,True,False,False,False,False
785,16,0.57,3,2,0,False,False,False,False,False,False,False,False,False,False,True,False
786,3,0.27,27,6,0,True,False,True,False,False,True,False,False,False,False,False,True
787,6,0.95,80,19,1,True,True,False,False,False,True,False,False,False,False,False,True
788,4,0.29,44,8,0,False,False,True,False,True,False,False,False,False,False,False,True
789,15,0.55,18,22,0,False,False,False,False,False,False,False,False,True,False,False,True
790,5,0.8,30,4,1,True,False,False,True,False,False,True,False,False,False,True,False
791,13,0.51,88,8,1,False,False,False,False,False,False,False,True,False,False,True,False
792,19,0.96,70,18,1,False,True,False,True,False,False,False,False,True,False,False,True
793,1,0.84,47,10,1,True,True,False,False,False,False,False,False,False,True,True,False
794,17,0.92,34,13,1,False,False,False,True,False,False,True,False,False,False,False,True
795,17,0.37,76,13,0,True,False,True,True,False,False,True,False,False,False,False,False
796,12,0.55,42,7,1,True,False,True,True,False,False,True,False,False,False,True,False
797,17,0.84,23,23,1,True,False,False,False,False,False,False,False,False,True,False,False
798,16,0.9,40,19,1,True,False,True,False,False,False,False,False,False,False,True,False
799,12,0.94,15,0,1,True,False,False,True,False,False,False,False,False,False,True,False
800,11,0.88,80,3,1,True,False,True,True,False,False,False,False,False,False,True,False
801,2,0.73,57,15,1,True,False,False,False,False,False,True,False,False,False,False,False
802,21,0.02,14,24,0,False,False,True,False,False,True,False,False,False,False,False,False
803,6,0.31,79,25,0,True,True,False,True,False,False,False,True,False,False,False,True
804,0,0.13,12,0,0,True,False,False,False,False,False,False,False,True,False,False,False
805,4,0.15,35,18,0,False,False,False,False,False,False,False,False,False,True,False,False
806,20,0.29,25,23,0,False,False,True,False,False,False,False,False,True,False,False,True
807,0,0.07,78,2,0,False,False,False,False,False,False,False,True,False,False,False,False
808,3,0.24,2,1,0,True,False,False,False,False,False,True,False,False,False,False,False
809,0,0.96,18,16,1,False,False,False,False,False,False,False,False,True,False,False,True
810,12,0.31,35,24,0,True,True,False,True,False,False,True,False,False,False,False,False
811,13,0.16,9,10,0,True,True,False,True,False,False,False,False,True,False,False,True
812,14,0.72,11,25,0,True,False,True,True,False,True,False,False,False,False,True,False
813,16,0.83,90,2,1,True,True,False,True,False,False,False,False,False,False,True,False
814,11,0.31,67,6,0,False,False,True,True,False,True,False,False,False,False,False,False
815,6,0.28,69,9,0,False,True,False,True,False,True,False,False,False,False,True,False
816,22,0.24,96,2,0,True,False,True,False,False,False,True,False,False,False,False,False
817,18,0.39,74,28,0,True,True,False,False,False,False,False,False,True,False,False,True
818,22,0.09,38,7,0,True,True,False,True,False,False,False,False,True,False,False,True
819,2,0.67,70,24,0,False,False,True,True,False,True,False,False,False,False,False,True
820,17,0.82,75,27,0,True,False,False,True,False,False,False,False,True,False,True,False
821,3,0.66,81,23,0,True,False,False,False,False,True,False,False,False,False,False,True
822,2,0.42,59,4,0,False,True,False,False,True,False,False,False,False,False,False,True
823,11,0.29,66,26,0,False,False,True,False,False,True,False,False,False,False,False,False
824,22,0.41,41,9,1,True,False,False,False,False,False,False,False,False,True,False,False
825,11,0.42,24,11,0,False,False,True,True,False,False,False,False,False,True,False,False
826,16,0.67,50,17,0,False,False,False,True,False,False,False,False,True,False,False,False
827,5,0.93,5,5,1,True,False,True,True,False,True,False,False,False,False,False,True
828,14,0.07,21,7,0,False,True,False,True,False,True,False,False,False,False,False,False
829,1,0.95,6,17,1,True,False,True,False,False,False,False,False,False,False,True,False
830,7,0.91,4,5,1,False,False,False,False,False,False,True,False,False,False,True,False
831,13,0.12,9,22,0,True,True,False,True,False,False,False,False,False,False,True,False
832,4,0.18,69,29,0,True,False,True,False,False,False,False,False,False,False,False,False
833,2,0.31,68,8,0,True,False,False,False,False,True,False,False,False,False,False,True
834,9,0.56,9,15,0,False,True,False,False,False,True,False,False,False,False,False,False
835,6,0.13,18,10,0,True,False,True,False,False,False,False,False,False,True,True,False
836,10,0.2,59,24,0,False,False,False,True,False,False,False,True,False,False,False,False
837,14,0.9,43,29,1,True,False,True,False,False,False,False,False,True,False,True,False
838,1,0.11,80,1,0,True,False,True,True,False,False,False,False,False,True,False,True
839,4,0.4,66,16,0,False,True,False,False,False,False,False,False,False,False,False,True
840,10,0.76,29,12,0,True,True,False,False,False,False,False,False,False,True,False,True
841,7,0.89,48,6,1,True,False,False,True,False,False,False,False,False,True,False,True
842,12,0.34,51,21,0,False,True,False,True,False,False,False,False,False,True,False,True
843,10,0.16,42,9,0,True,False,False,False,False,False,False,False,False,False,False,False
844,16,0.74,36,25,0,True,False,True,False,False,False,False,True,False,False,False,True
845,14,0.77,76,12,1,True,False,True,True,True,False,False,False,False,False,False,False
846,0,0.98,45,9,1,True,False,False,False,False,False,False,False,True,False,True,False
847,18,0.14,98,27,0,False,False,True,False,False,False,False,False,True,False,True,False
848,15,0.71,35,3,1,False,True,False,True,False,False,True,False,False,False,False,True
849,18,0.42,6,26,0,True,False,True,False,False,False,False,False,False,True,False,False
850,12,0.91,37,10,1,False,True,False,False,False,False,False,True,False,False,False,True
851,22,0.41,36,8,0,True,False,False,False,False,False,False,False,False,False,True,False
852,21,0.45,84,15,0,False,False,False,False,True,False,False,False,False,False,False,False
853,22,0.13,16,16,0,True,False,True,False,True,False,False,False,False,False,True,False
854,3,0.32,72,22,0,True,False,True,True,False,False,False,False,False,True,False,False
855,10,0.4,22,4,0,True,True,False,False,False,False,False,False,False,True,True,False
856,17,0.02,69,4,0,True,True,False,True,False,False,False,False,False,False,False,True
857,17,0.44,69,5,0,True,False,True,True,False,False,True,False,False,False,False,True
858,9,0.34,63,1,0,True,False,True,False,False,False,False,False,False,False,False,True
859,16,0.8,75,26,0,False,False,False,True,False,True,False,False,False,False,True,False
860,12,0.11,19,13,0,True,False,False,False,False,False,False,False,False,False,True,False
861,13,0.76,81,10,0,False,False,False,True,False,False,False,False,False,True,True,False
862,6,0.71,18,18,0,True,False,True,True,False,False,False,True,False,False,False,True
863,9,0.24,73,10,0,False,False,True,True,False,False,False,False,False,True,True,False
864,2,0.08,17,24,0,False,False,True,False,False,False,True,False,False,False,True,False
865,1,0.84,41,19,1,False,False,False,True,False,False,False,False,False,True,False,True
866,18,0.25,33,5,0,True,False,True,True,True,False,False,False,False,False,True,False
867,6,0.15,84,12,0,True,True,False,True,False,False,False,False,False,False,False,False
868,4,0.36,55,28,0,False,False,True,False,False,False,False,False,True,False,True,False
869,2,0.4,82,18,0,True,False,True,False,False,False,False,False,False,False,False,True
870,1,0.33,24,2,0,False,False,True,True,False,True,False,False,False,False,False,False
871,22,0.98,77,24,1,True,False,True,True,False,False,False,True,False,False,False,True
872,21,0.88,40,15,1,False,False,True,True,False,False,False,True,False,False,False,True
873,5,0.87,28,8,1,False,True,False,True,False,False,False,False,False,False,False,True
874,13,0.4,67,28,0,True,True,False,False,False,False,False,False,False,False,False,False
875,6,0.96,75,2,1,False,False,True,False,False,False,False,False,False,True,False,False
876,21,0.68,39,18,0,True,False,False,False,False,False,False,False,True,False,False,True
877,1,0.83,21,14,0,False,False,True,True,False,False,True,False,False,False,True,False
878,10,0.5,37,21,0,False,False,True,False,False,False,False,False,False,True,False,False
879,20,0.16,2,12,0,True,False,True,True,True,False,False,False,False,False,False,True
880,2,0.89,6,16,0,True,False,False,True,True,False,False,False,False,False,True,False
881,8,0.49,52,29,0,True,False,False,True,False,False,False,True,False,False,False,True
882,7,0.97,5,20,1,False,False,False,False,False,False,False,True,False,False,False,False
883,10,0.25,47,24,0,True,True,False,True,False,False,False,False,True,False,False,False
884,17,0.99,43,24,1,False,False,False,False,False,False,False,True,False,False,True,False
885,0,0.22,96,7,0,False,True,False,True,False,True,False,False,False,False,False,False
886,14,0.37,40,21,0,True,True,False,False,True,False,False,False,False,False,False,True
887,3,0.59,11,13,0,True,False,False,True,False,False,False,False,True,False,False,True
888,3,0.69,81,8,1,False,False,False,False,True,False,False,False,False,False,True,False
889,9,0.72,14,2,1,False,False,False,True,False,False,False,False,False,False,True,False
890,10,0.48,2,28,0,True,True,False,False,False,False,False,False,False,False,True,False
891,17,0.08,39,8,0,True,False,True,True,False,False,False,False,True,False,True,False
892,22,0.5,63,23,0,True,False,False,True,False,False,False,False,False,True,False,True
893,14,0.33,63,11,0,True,False,False,True,False,True,False,False,False,False,False,True
894,2,0.66,18,14,0,True,False,False,False,False,False,True,False,False,False,False,True
895,6,0.18,97,16,0,False,True,False,True,False,True,False,False,False,False,False,True
896,6,0.39,94,8,0,False,True,False,True,False,False,True,False,False,False,True,False
897,16,0.97,79,23,1,False,False,True,True,False,False,False,True,False,False,False,False
898,21,0.09,93,7,0,False,False,False,False,False,False,True,False,False,False,False,True
899,19,0.6,90,5,1,True,True,False,True,False,False,False,False,True,False,False,False
900,23,0.09,1,8,0,True,False,True,True,False,True,False,False,False,False,True,False
901,15,0.16,17,14,0,True,False,False,False,False,False,True,False,False,False,True,False
902,15,0.6,54,23,0,False,True,False,True,False,False,False,True,False,False,False,False
903,7,0.44,39,17,0,False,False,False,False,True,False,False,False,False,False,True,False
904,2,0.55,48,21,0,True,False,False,True,False,False,True,False,False,False,False,False
905,19,0.88,66,27,1,True,True,False,False,False,False,False,False,False,True,False,True
906,14,0.82,15,10,1,False,True,False,False,False,False,False,True,False,False,True,False
907,0,0.89,22,23,1,False,True,False,False,False,False,False,False,False,False,True,False
908,9,0.62,20,13,0,True,False,False,True,False,False,True,False,False,False,False,False
909,1,0.49,93,12,0,True,False,False,True,False,False,False,False,False,False,False,False
910,6,0.46,89,12,0,False,False,True,False,True,False,False,False,False,False,False,False
911,13,0.74,43,21,1,True,False,False,True,False,False,False,False,True,False,False,False
912,15,0.52,56,12,0,True,True,False,True,False,False,False,True,False,False,False,False
913,14,0.11,24,29,0,True,False,False,False,False,False,True,False,False,False,True,False
914,6,0.14,98,26,0,False,False,True,False,False,False,True,False,False,False,False,False
915,12,0.36,43,24,0,False,False,True,False,True,False,False,False,False,False,False,True
916,9,0.07,21,15,0,False,True,False,False,False,False,True,False,False,False,False,False
917,8,0.24,48,11,0,False,True,False,True,False,False,False,False,False,False,True,False
918,8,0.66,66,20,0,False,False,True,True,False,False,True,False,False,False,False,True
919,5,0.01,16,23,0,False,False,True,True,False,False,True,False,False,False,True,False
920,23,0.6,40,25,0,False,False,True,True,False,False,False,False,False,False,False,False
921,11,0.77,21,17,0,True,True,False,True,False,False,False,False,False,False,True,False
922,22,0.17,52,11,0,True,False,True,True,False,False,False,False,False,True,True,False
923,19,0.18,8,4,0,True,False,True,False,False,False,False,False,False,True,False,False
924,19,0.03,78,16,0,True,True,False,True,False,False,False,False,False,False,True,False
925,21,0.51,55,20,0,True,False,False,True,False,True,False,False,False,False,True,False
926,13,0.65,86,22,0,True,False,False,True,False,False,False,False,True,False,True,False
927,19,0.46,82,0,1,True,False,True,False,False,False,False,False,False,True,False,True
928,6,0.39,58,12,0,False,False,False,False,False,False,False,True,False,False,True,False
929,7,0.45,5,9,1,False,False,False,True,False,False,False,False,False,True,False,False
930,7,0.78,42,2,1,True,False,False,False,False,False,False,True,False,False,False,False
931,7,0.03,30,5,0,True,False,False,False,False,False,False,False,False,True,True,False
932,1,0.78,95,15,1,False,False,True,True,False,False,False,False,False,False,False,False
933,13,0.67,9,27,0,True,False,False,True,False,False,True,False,False,False,False,True
934,9,0.24,95,0,0,True,False,False,True,False,False,False,True,False,False,False,False
935,17,0.52,95,18,0,False,True,False,False,False,False,True,False,False,False,False,False
936,17,0.05,41,7,0,True,False,True,False,False,False,True,False,False,False,True,False
937,17,0.38,51,8,0,False,True,False,True,False,False,False,False,True,False,False,True
938,15,0.17,57,22,0,True,True,False,False,False,False,False,False,False,True,False,True
939,19,0.02,73,19,0,False,False,True,False,False,False,False,False,False,True,False,False
940,4,0.36,61,22,0,False,False,False,False,False,False,False,False,False,False,False,False
941,19,0.73,6,6,1,False,True,False,True,False,False,False,True,False,False,True,False
942,4,0.92,26,10,1,True,False,True,True,False,True,False,False,False,False,True,False
943,19,0.66,74,22,0,False,False,False,True,False,False,False,False,False,False,False,True
944,22,0.4,6,7,0,True,False,True,True,False,False,True,False,False,False,True,False
945,9,1.0,53,10,1,True,True,False,True,False,False,False,True,False,False,False,True
946,16,0.28,61,13,0,True,False,False,False,False,False,False,False,False,True,False,True
947,12,0.19,33,13,0,True,False,False,False,False,False,False,False,False,True,False,False
948,16,0.46,45,3,0,False,False,True,False,False,False,False,False,False,True,False,True
949,17,0.5,94,19,0,False,False,False,False,False,False,False,False,False,True,False,True
950,12,0.35,40,8,0,True,True,False,False,True,False,False,False,False,False,False,True
951,16,0.7,24,7,1,True,True,False,False,False,False,False,False,False,True,False,True
952,14,0.18,92,14,0,False,True,False,True,False,False,False,False,False,True,False,False
953,11,0.51,45,26,0,True,False,True,True,False,True,False,False,False,False,True,False
954,9,0.5,38,19,0,False,False,False,False,False,True,False,False,False,False,True,False
955,12,0.82,29,5,1,True,False,False,True,False,False,False,True,False,False,False,True
956,10,0.93,79,24,1,True,False,False,False,False,False,True,False,False,False,True,False
957,2,0.66,8,15,0,False,True,False,False,False,False,False,False,False,True,True,False
958,21,0.31,64,15,0,True,False,False,True,False,False,False,False,False,True,False,True
959,9,0.69,87,28,0,False,True,False,True,False,False,False,True,False,False,False,True
960,10,0.25,73,13,0,True,False,False,False,False,False,True,False,False,False,True,False
961,5,0.97,51,27,1,True,True,False,True,False,False,False,False,False,True,False,False
962,0,0.82,75,29,0,True,False,False,False,False,False,False,False,False,True,True,False
963,5,0.43,6,14,0,False,False,True,False,False,False,False,False,False,False,False,True
964,4,0.78,47,21,0,True,False,True,False,True,False,False,False,False,False,True,False
965,6,0.41,49,26,0,True,True,False,False,False,False,False,True,False,False,True,False
966,21,0.07,76,20,0,True,True,False,False,False,False,False,False,False,False,False,False
967,11,0.71,98,11,0,True,False,False,True,False,True,False,False,False,False,True,False
968,11,0.4,85,22,0,False,False,False,False,False,False,True,False,False,False,True,False
969,6,0.93,32,17,1,False,False,True,True,False,False,False,False,True,False,False,True
970,1,0.31,54,23,0,True,False,False,False,False,False,False,False,True,False,False,False
971,0,0.84,36,10,1,False,True,False,True,False,True,False,False,False,False,True,False
972,22,0.68,89,6,1,True,True,False,False,True,False,False,False,False,False,True,False
973,17,0.85,99,5,1,True,True,False,True,False,False,True,False,False,False,False,True
974,11,0.29,98,2,0,True,True,False,False,False,False,True,False,False,False,False,True
975,6,0.46,19,8,1,False,True,False,False,False,False,False,False,True,False,False,False
976,18,0.82,37,14,1,False,False,True,True,True,False,False,False,False,False,False,False
977,21,0.64,17,1,1,False,False,True,True,False,False,False,False,True,False,False,False
978,2,0.36,80,3,0,False,True,False,True,False,False,False,False,True,False,False,True
979,9,0.51,16,1,0,False,False,False,True,False,False,True,False,False,False,False,True
980,10,1.0,58,5,1,False,True,False,True,False,False,False,False,False,False,False,True
981,4,0.74,44,11,0,False,False,True,True,False,False,True,False,False,False,False,True
982,1,0.61,68,6,1,False,True,False,False,False,False,False,False,True,False,False,False
983,7,0.83,49,8,1,False,False,True,False,False,False,True,False,False,False,False,False
984,13,0.44,94,5,1,True,False,True,False,False,True,False,False,False,False,False,False
985,7,0.95,51,21,1,False,True,False,True,True,False,False,False,False,False,False,True
986,22,0.55,98,4,1,False,True,False,True,False,False,False,False,False,True,False,True
987,5,0.33,5,25,0,False,False,False,True,False,False,True,False,False,False,False,True
988,0,0.09,97,26,0,False,False,True,False,False,False,True,False,False,False,False,True
989,23,0.38,58,27,0,False,False,False,True,False,False,False,False,False,True,True,False
990,0,0.57,46,25,0,False,True,False,False,False,False,False,False,False,True,False,False
991,7,0.7,55,3,1,False,False,True,True,True,False,False,False,False,False,False,False
992,10,0.88,73,9,1,False,False,False,True,True,False,False,False,False,False,True,False
993,17,0.94,17,26,1,False,False,False,True,False,False,False,False,False,True,False,False
994,23,0.1,12,19,0,False,False,False,False,False,True,False,False,False,False,False,True
995,9,0.6,24,3,1,False,True,False,True,False,False,False,False,True,False,False,False
996,11,0.67,56,4,1,True,True,False,False,False,False,False,False,False,True,False,True
997,19,0.17,55,16,0,True,True,False,True,False,False,False,True,False,False,False,True
998,22,0.55,76,17,0,False,False,True,True,False,False,True,False,False,False,False,True
999,15,0.33,79,2,0,False,True,False,True,True,False,False,False,False,False,True,False
1000,4,0.08,16,22,0,True,False,True,True,False,False,False,True,False,False,False,False
1001,15,0.07,87,12,0,False,False,False,False,False,False,False,True,False,False,False,True
1002,23,0.76,82,28,1,True,False,False,True,True,False,False,False,False,False,False,False
1003,11,0.62,22,0,1,True,True,False,False,False,False,True,False,False,False,True,False
1004,5,0.72,44,18,1,True,False,False,True,False,False,False,False,False,True,False,False
1005,4,0.69,95,22,1,True,True,False,True,False,True,False,False,False,False,False,False
1006,0,0.13,43,21,0,True,False,True,True,False,False,False,False,False,False,False,False
1007,18,0.15,79,1,0,False,False,False,False,False,False,False,True,False,False,False,False
1008,9,0.25,21,3,0,True,True,False,True,False,False,False,False,False,True,True,False
1009,13,0.4,8,15,0,False,False,False,False,False,False,False,False,False,False,False,False
1010,20,0.94,49,15,1,False,False,False,False,False,False,True,False,False,False,False,True
1011,2,0.67,6,16,0,True,True,False,True,False,False,False,True,False,False,True,False
1012,5,0.26,81,27,0,True,False,False,False,False,False,False,False,False,True,False,False
1013,4,0.06,47,20,0,False,False,False,True,False,False,False,True,False,False,False,False
1014,16,0.68,36,11,0,True,False,False,False,False,False,False,False,False,True,False,True
