user_id,site,campaign_type,device_os,hour_of_day,day_of_week,historical_open_rate,historical_push_count,days_since_last_open,segment,target_opened
2611,app,promo,iOS,13,Fri,0.01,78,21,inactive,0
2612,app,promo,Android,7,Tue,0.76,85,8,active,1
2613,app,informative,Android,5,Fri,0.15,66,8,inactive,0
2614,app,informative,Android,2,Fri,0.94,10,4,inactive,1
2615,app,informative,iOS,15,Wed,0.59,52,18,active,1
2616,app,promo,Android,16,Sun,0.09,42,21,inactive,0
2617,app,promo,Android,11,Sat,0.22,60,26,active,0
2618,web,promo,iOS,18,Fri,0.61,81,23,inactive,0
2619,web,informative,Android,23,Sat,0.34,2,27,active,0
2620,web,informative,iOS,19,Tue,0.53,91,10,inactive,0
2621,web,reminder,Android,2,Wed,0.8,1,27,active,1
2622,web,informative,iOS,12,Tue,0.79,50,11,new,1
2623,app,reminder,Android,15,Tue,0.7,36,4,inactive,1
2624,app,promo,iOS,10,Wed,0.89,97,7,active,1
2625,app,informative,Android,19,Sat,0.2,22,16,inactive,0
2626,app,promo,iOS,15,Tue,0.18,99,7,inactive,0
2627,app,promo,iOS,19,Mon,0.8,98,1,new,1
2628,app,promo,Android,1,Sat,0.32,82,22,inactive,0
2629,app,promo,Android,3,Sun,0.51,36,17,inactive,0
2630,web,informative,iOS,3,Sun,0.74,3,18,new,0
2631,web,promo,Android,16,Fri,0.4,44,20,active,0
2632,web,reminder,iOS,0,Wed,0.13,16,9,active,0
2633,web,informative,iOS,0,Sun,0.68,11,6,active,1
2634,app,promo,Android,4,Wed,0.82,10,8,active,1
2635,app,informative,Android,21,Sat,0.01,51,11,active,0
2636,app,reminder,Android,11,Mon,0.56,42,11,active,0
2637,web,promo,iOS,5,Mon,0.47,85,4,new,0
2638,app,reminder,iOS,5,Mon,0.26,25,10,active,0
2639,app,promo,Android,16,Mon,0.16,99,16,new,0
2640,app,reminder,iOS,21,Thu,0.19,6,14,inactive,0
2641,web,promo,iOS,12,Wed,0.72,44,10,new,0
2642,app,informative,Android,7,Tue,0.54,8,14,new,0
2643,web,promo,iOS,23,Wed,0.98,34,15,new,1
2644,web,informative,iOS,11,Sun,0.24,41,18,new,0
2645,web,promo,iOS,14,Wed,0.96,1,20,active,1
2646,web,promo,Android,18,Wed,0.52,3,11,inactive,0
2647,app,reminder,Android,20,Mon,0.15,52,2,inactive,0
2648,web,reminder,iOS,19,Mon,0.15,91,7,inactive,0
2649,web,reminder,Android,16,Thu,0.61,77,23,new,0
2650,app,promo,iOS,8,Sat,0.83,43,10,new,1
2651,app,promo,Android,20,Wed,0.75,47,0,active,1
2652,web,promo,iOS,17,Fri,0.66,83,23,active,0
2653,app,informative,iOS,1,Sat,0.17,19,29,inactive,0
2654,web,informative,iOS,10,Sun,0.11,70,3,new,0
2655,web,promo,iOS,22,Thu,0.0,47,26,new,0
2656,web,reminder,Android,19,Sun,0.1,78,5,new,0
2657,web,reminder,iOS,16,Mon,0.77,5,9,inactive,1
2658,app,reminder,iOS,20,Sun,0.9,64,14,inactive,1
2659,web,promo,Android,17,Wed,0.24,45,7,new,0
2660,app,reminder,Android,14,Mon,0.79,64,13,new,0
2661,app,promo,iOS,6,Sat,0.2,45,1,inactive,0
2662,app,informative,iOS,15,Tue,0.25,36,23,inactive,0
2663,app,reminder,Android,0,Mon,0.22,9,22,active,0
2664,web,informative,iOS,17,Mon,0.05,23,19,active,0
2665,app,reminder,iOS,21,Thu,0.19,32,27,active,0
2666,web,promo,iOS,7,Tue,0.37,93,20,new,0
2667,app,promo,iOS,6,Sat,0.41,45,5,new,0
2668,app,promo,iOS,1,Fri,0.31,28,2,new,0
2669,web,promo,iOS,11,Fri,0.51,52,1,inactive,0
2670,web,reminder,iOS,15,Fri,0.38,11,13,active,0
2671,web,informative,iOS,8,Wed,0.97,19,17,inactive,1
2672,app,promo,iOS,19,Fri,0.81,64,14,inactive,0
2673,app,reminder,Android,10,Wed,0.93,65,3,inactive,1
2674,web,informative,Android,14,Sat,0.56,73,15,new,0
2675,web,promo,Android,2,Sat,0.68,57,22,new,0
2676,web,informative,iOS,22,Mon,0.17,66,11,inactive,0
2677,web,promo,iOS,20,Fri,0.75,4,16,active,1
2678,app,informative,iOS,12,Thu,0.24,29,0,new,0
2679,web,informative,Android,20,Sat,0.15,4,19,new,0
2680,web,promo,Android,12,Tue,0.04,1,8,inactive,0
2681,web,reminder,iOS,1,Tue,0.47,92,11,new,0
2682,web,informative,Android,5,Sat,0.29,18,29,active,0
2683,app,promo,Android,5,Mon,0.99,13,27,inactive,1
2684,web,informative,iOS,11,Sun,0.25,70,4,new,0
2685,app,informative,iOS,3,Tue,0.87,49,16,inactive,1
2686,web,reminder,Android,4,Tue,0.32,47,2,inactive,0
2687,web,informative,iOS,22,Sun,0.75,86,26,active,1
2688,app,informative,Android,7,Mon,0.66,30,5,active,1
2689,web,promo,Android,5,Sun,0.56,27,28,new,0
2690,app,promo,Android,20,Mon,0.42,72,2,inactive,0
2691,app,reminder,iOS,2,Mon,0.67,28,26,new,0
2692,web,informative,Android,22,Thu,0.41,2,21,new,0
2693,app,informative,Android,7,Mon,0.55,20,5,new,0
2694,app,informative,iOS,18,Mon,0.59,75,20,active,0
2695,app,reminder,iOS,20,Mon,0.27,78,25,inactive,0
2696,app,informative,Android,10,Sat,0.34,24,12,inactive,0
2697,app,promo,iOS,17,Fri,0.02,77,20,active,0
2698,app,reminder,iOS,9,Sat,0.85,72,24,active,1
2699,app,promo,Android,19,Fri,0.76,44,18,new,0
2700,app,promo,iOS,11,Thu,0.18,21,14,new,0
2701,web,reminder,Android,19,Thu,0.36,22,26,active,0
2702,web,promo,iOS,7,Tue,0.42,73,25,active,0
2703,app,informative,iOS,18,Sun,0.33,58,6,inactive,0
2704,web,reminder,Android,20,Sun,0.8,11,12,inactive,0
2705,app,promo,Android,15,Sat,0.73,80,19,inactive,0
2706,app,informative,iOS,20,Fri,0.77,53,1,active,1
2707,web,informative,iOS,17,Thu,0.9,9,25,new,0
2708,app,promo,iOS,8,Thu,0.6,67,18,inactive,0
2709,app,informative,Android,3,Sat,0.61,52,18,active,1
2710,app,reminder,iOS,8,Tue,0.72,13,2,active,1
2711,app,promo,Android,1,Mon,0.68,1,2,new,1
2712,web,informative,iOS,8,Wed,0.87,44,25,inactive,0
2713,app,informative,iOS,8,Tue,0.77,75,5,inactive,1
2714,app,promo,iOS,17,Sun,0.12,24,12,active,0
2715,app,promo,iOS,10,Sun,0.93,5,13,inactive,1
2716,web,promo,iOS,12,Wed,0.68,66,5,new,1
2717,app,promo,Android,5,Tue,0.13,81,26,inactive,0
2718,web,reminder,Android,8,Tue,0.77,81,8,new,1
2719,web,promo,Android,15,Mon,0.36,20,23,active,0
2720,app,reminder,iOS,3,Thu,0.81,64,9,new,1
2721,app,reminder,Android,1,Fri,0.96,15,15,new,1
2722,web,promo,Android,6,Tue,0.26,68,22,new,0
2723,app,reminder,iOS,14,Mon,0.86,54,14,new,1
2724,web,promo,iOS,5,Sun,0.77,11,11,active,1
2725,web,promo,Android,10,Wed,0.67,23,27,new,0
2726,app,informative,Android,19,Sat,0.38,1,12,active,0
2727,app,promo,Android,16,Sun,0.11,42,17,inactive,0
2728,web,informative,Android,3,Sat,0.48,47,25,inactive,0
2729,web,reminder,Android,18,Thu,0.11,68,1,inactive,0
2730,web,informative,Android,6,Sat,0.5,38,13,inactive,0
2731,web,reminder,Android,10,Tue,0.82,2,16,active,1
2732,app,promo,iOS,12,Wed,1.0,45,22,active,1
2733,app,reminder,Android,20,Tue,0.2,27,22,inactive,0
2734,app,reminder,iOS,2,Sat,0.21,98,0,new,0
2735,app,promo,iOS,13,Fri,0.81,77,21,inactive,1
2736,app,reminder,iOS,1,Sun,0.47,61,10,inactive,0
2737,web,promo,Android,17,Sat,0.92,82,13,inactive,1
2738,app,informative,Android,4,Fri,0.77,11,11,active,1
2739,app,promo,iOS,12,Sat,0.74,69,22,inactive,0
2740,app,promo,Android,12,Thu,0.1,29,13,inactive,0
2741,app,reminder,Android,23,Wed,0.04,25,16,inactive,0
2742,app,informative,iOS,23,Fri,0.32,78,11,active,0
2743,web,promo,Android,13,Mon,0.22,54,5,inactive,0
2744,web,informative,iOS,11,Thu,0.71,48,25,inactive,0
2745,web,informative,iOS,20,Tue,0.45,46,8,new,0
2746,app,reminder,iOS,12,Sat,0.52,41,11,inactive,0
2747,web,promo,iOS,17,Wed,0.81,41,16,active,1
2748,web,reminder,Android,12,Wed,0.48,61,15,new,0
2749,app,promo,iOS,3,Sat,0.54,11,1,inactive,1
2750,app,informative,Android,22,Mon,0.84,44,17,active,1
2751,app,promo,Android,21,Sun,0.43,32,15,new,0
2752,web,promo,Android,9,Sun,0.08,49,9,active,0
2753,web,informative,Android,22,Fri,0.52,6,18,new,0
2754,app,informative,iOS,4,Sat,0.58,57,29,active,0
2755,app,promo,iOS,17,Wed,0.51,6,3,new,0
2756,web,reminder,iOS,7,Mon,0.26,47,6,inactive,0
2757,web,promo,iOS,13,Sun,0.22,63,15,inactive,0
2758,app,informative,iOS,1,Mon,0.37,49,18,inactive,0
2759,app,reminder,Android,7,Sun,0.17,22,22,inactive,0
2760,web,informative,iOS,15,Tue,0.67,67,4,new,1
2761,app,informative,Android,6,Mon,0.61,19,4,new,1
2762,web,reminder,Android,2,Thu,0.63,55,22,new,0
2763,web,informative,iOS,3,Wed,0.22,34,22,new,0
2764,web,informative,Android,6,Thu,0.25,41,6,new,0
2765,web,informative,Android,3,Sun,0.79,7,24,new,1
2766,app,informative,iOS,8,Mon,0.69,57,16,inactive,0
2767,app,informative,iOS,22,Mon,0.88,16,0,new,1
2768,web,informative,iOS,16,Thu,0.4,59,2,active,1
2769,web,informative,Android,16,Tue,0.55,38,15,active,0
2770,web,informative,iOS,19,Mon,0.74,9,21,active,1
2771,web,informative,iOS,13,Thu,0.97,77,1,new,1
2772,web,promo,Android,13,Thu,0.99,34,24,inactive,1
2773,app,promo,iOS,12,Wed,1.0,46,0,active,1
2774,app,informative,Android,3,Tue,0.89,37,29,new,1
2775,app,promo,Android,12,Fri,0.64,43,20,new,0
2776,app,reminder,iOS,20,Thu,0.01,47,6,inactive,0
2777,web,promo,Android,16,Wed,0.7,6,9,new,1
2778,web,informative,Android,14,Fri,0.24,38,2,new,0
2779,web,informative,iOS,17,Wed,0.06,61,29,active,0
2780,web,promo,iOS,10,Wed,0.7,4,17,active,1
2781,web,informative,iOS,3,Sat,0.76,5,28,active,1
2782,app,reminder,Android,19,Tue,0.66,70,2,active,1
2783,web,reminder,Android,10,Mon,0.37,60,27,active,0
2784,app,informative,iOS,9,Tue,0.51,77,6,new,0
2785,app,reminder,iOS,21,Fri,0.93,88,14,new,1
2786,app,reminder,iOS,12,Sat,0.73,92,0,inactive,1
2787,app,promo,Android,21,Tue,0.5,77,23,active,0
2788,web,reminder,iOS,7,Mon,0.59,56,18,active,0
2789,app,promo,Android,12,Tue,0.93,82,4,active,1
2790,app,informative,iOS,8,Tue,0.39,59,25,active,0
2791,app,promo,Android,0,Tue,0.1,7,26,active,0
2792,web,informative,Android,0,Thu,0.33,68,20,new,0
2793,web,informative,iOS,14,Thu,0.42,31,21,new,0
2794,web,informative,Android,21,Tue,0.27,88,6,active,0
2795,app,informative,Android,3,Mon,0.53,86,10,new,0
2796,app,informative,iOS,19,Sun,0.3,85,0,active,0
2797,web,promo,iOS,0,Mon,0.1,48,21,inactive,0
2798,app,informative,Android,11,Mon,0.19,42,1,active,0
2799,web,reminder,Android,10,Mon,0.92,90,13,inactive,1
2800,web,reminder,Android,18,Sat,0.63,30,9,inactive,1
2801,app,informative,iOS,14,Sat,0.31,51,2,active,0
2802,app,reminder,Android,20,Wed,0.37,35,13,active,0
2803,app,promo,Android,9,Tue,0.49,62,4,active,1
2804,app,promo,iOS,0,Sun,0.67,51,16,active,0
2805,web,informative,iOS,23,Sun,0.58,87,6,new,0
2806,web,informative,iOS,2,Tue,0.93,50,0,new,1
2807,web,informative,iOS,13,Wed,0.63,30,23,inactive,0
2808,web,reminder,iOS,14,Mon,0.91,19,10,active,1
2809,web,reminder,Android,0,Fri,0.01,96,27,new,0
2810,app,promo,Android,9,Fri,0.89,50,5,new,1
2811,web,reminder,Android,21,Wed,0.72,54,15,new,0
2812,web,promo,iOS,0,Sun,0.17,83,26,inactive,0
2813,web,reminder,iOS,14,Fri,0.26,86,13,new,0
2814,app,promo,iOS,2,Thu,0.54,4,16,active,0
2815,app,informative,Android,20,Tue,0.12,12,14,new,0
2816,app,reminder,iOS,19,Fri,0.79,15,13,active,1
2817,app,promo,iOS,22,Sat,0.79,15,6,new,1
2818,web,reminder,iOS,21,Sat,0.3,10,9,active,0
2819,web,informative,Android,11,Sun,0.07,61,18,inactive,0
2820,app,promo,iOS,18,Sun,0.99,19,6,new,1
2821,app,reminder,iOS,15,Thu,0.25,53,14,new,0
2822,web,reminder,Android,7,Tue,0.07,72,26,inactive,0
2823,web,informative,iOS,23,Thu,0.33,57,23,inactive,0
2824,app,informative,iOS,13,Tue,0.97,95,25,inactive,1
2825,app,promo,iOS,17,Tue,0.79,9,13,active,1
2826,app,reminder,Android,22,Sun,0.48,29,14,active,0
2827,app,reminder,iOS,0,Fri,0.31,7,18,new,0
2828,web,informative,iOS,1,Sat,0.42,72,20,active,0
2829,web,informative,Android,23,Wed,0.02,17,25,new,0
2830,web,promo,Android,11,Fri,0.72,79,15,inactive,0
2831,app,reminder,iOS,16,Sun,0.1,16,1,new,0
2832,app,reminder,Android,1,Mon,0.52,71,29,inactive,0
2833,web,promo,iOS,16,Thu,0.57,83,1,inactive,1
2834,web,promo,Android,20,Sun,0.0,38,0,new,0
2835,web,informative,iOS,6,Mon,0.98,89,15,active,1
2836,web,informative,iOS,5,Tue,0.3,76,18,active,0
2837,app,promo,iOS,5,Sun,0.08,96,3,new,0
2838,web,promo,Android,21,Fri,0.85,47,2,active,1
2839,web,reminder,Android,7,Mon,0.15,10,10,inactive,0
2840,web,promo,iOS,4,Mon,0.02,24,23,inactive,0
2841,web,promo,iOS,14,Sat,0.49,50,16,active,0
2842,web,reminder,iOS,6,Sun,0.13,68,4,active,0
2843,web,promo,iOS,2,Mon,0.98,43,22,inactive,1
2844,web,informative,Android,9,Sat,0.01,37,28,new,0
2845,app,informative,Android,2,Sat,0.05,45,8,active,0
2846,app,reminder,iOS,13,Tue,0.83,54,0,active,1
2847,app,promo,Android,21,Sat,0.24,43,24,new,0
2848,app,informative,Android,2,Tue,0.91,68,26,inactive,1
2849,web,informative,Android,0,Sat,0.31,37,8,new,0
2850,app,informative,iOS,0,Sat,0.07,89,3,new,0
2851,app,informative,iOS,18,Sun,0.01,41,15,new,0
2852,web,promo,Android,3,Sun,0.28,94,14,active,0
2853,web,promo,Android,1,Tue,0.47,1,9,inactive,0
2854,app,promo,iOS,10,Mon,0.0,93,4,inactive,0
2855,app,promo,iOS,23,Thu,0.58,16,15,active,0
2856,web,informative,iOS,11,Fri,0.33,37,5,new,0
2857,app,reminder,Android,12,Fri,0.39,37,15,active,0
2858,web,reminder,Android,15,Tue,0.26,7,3,new,0
2859,web,informative,Android,15,Mon,0.53,40,21,new,0
2860,web,informative,iOS,18,Sun,0.23,51,20,new,0
2861,web,reminder,iOS,22,Sun,0.13,64,14,new,0
2862,app,reminder,iOS,19,Thu,0.89,97,2,active,1
2863,web,informative,iOS,20,Wed,0.39,22,18,new,0
2864,web,informative,iOS,19,Sun,0.08,43,8,active,0
2865,app,promo,Android,8,Tue,0.23,62,4,new,0
2866,web,promo,Android,15,Wed,0.31,54,15,active,0
2867,app,reminder,Android,6,Fri,0.77,27,26,inactive,0
2868,app,informative,iOS,12,Fri,0.02,29,2,active,0
2869,app,reminder,Android,3,Sun,0.48,16,7,inactive,0
2870,web,promo,iOS,12,Thu,0.41,85,23,active,0
2871,app,promo,Android,7,Thu,0.97,11,13,inactive,1
2872,app,reminder,Android,1,Wed,0.18,21,29,active,0
2873,web,promo,iOS,6,Sun,0.63,9,28,new,0
2874,app,informative,Android,10,Fri,0.2,27,2,inactive,0
2875,app,reminder,Android,16,Thu,0.55,86,15,new,0
2876,app,informative,Android,23,Thu,0.56,79,6,inactive,1
2877,app,informative,Android,13,Fri,0.08,23,8,new,0
2878,app,promo,Android,12,Sun,0.46,51,2,new,0
2879,web,informative,Android,14,Fri,0.46,93,7,active,1
2880,app,reminder,Android,21,Mon,0.32,80,27,new,0
2881,app,informative,iOS,20,Sat,0.28,3,11,inactive,0
2882,web,informative,Android,8,Thu,0.22,16,16,inactive,0
2883,web,informative,iOS,2,Wed,0.01,8,27,inactive,0
2884,web,informative,Android,12,Sun,0.0,90,13,active,0
2885,app,informative,iOS,12,Tue,0.59,42,15,active,0
2886,web,promo,iOS,8,Tue,0.29,73,18,inactive,0
2887,app,reminder,Android,17,Fri,0.17,35,27,new,0
2888,app,promo,iOS,4,Sat,0.68,71,3,active,1
2889,web,reminder,iOS,10,Sun,0.53,72,2,new,0
2890,web,reminder,Android,1,Sun,0.91,99,12,active,1
2891,app,reminder,iOS,16,Wed,0.83,48,8,active,1
2892,web,reminder,Android,22,Mon,0.73,54,12,active,0
2893,app,reminder,iOS,19,Thu,0.13,36,28,active,0
2894,web,informative,iOS,20,Mon,0.67,6,11,inactive,0
2895,web,promo,iOS,3,Sun,0.69,71,25,active,0
2896,web,promo,iOS,21,Wed,0.76,12,20,active,1
2897,app,informative,Android,17,Mon,0.26,59,14,inactive,0
2898,web,reminder,Android,23,Fri,0.64,65,2,inactive,1
2899,app,promo,Android,19,Tue,0.62,50,2,inactive,1
2900,app,informative,Android,7,Fri,0.39,43,26,inactive,0
2901,app,informative,Android,18,Thu,0.66,43,1,new,1
2902,app,promo,iOS,11,Fri,0.09,49,25,inactive,0
2903,web,promo,Android,10,Wed,0.64,89,5,inactive,1
2904,app,reminder,iOS,15,Sun,0.61,76,24,inactive,0
2905,app,reminder,Android,4,Wed,0.21,55,15,new,0
2906,web,promo,Android,2,Thu,0.82,91,22,inactive,0
2907,app,reminder,Android,11,Thu,0.87,87,17,new,1
2908,web,informative,Android,14,Tue,0.21,83,8,active,0
2909,app,reminder,iOS,15,Mon,0.08,85,29,new,0
2910,web,reminder,Android,12,Tue,0.6,50,2,inactive,1
2911,app,informative,iOS,6,Fri,0.48,21,22,new,0
2912,web,reminder,iOS,14,Mon,0.43,88,25,new,0
2913,app,informative,Android,2,Thu,0.76,13,22,new,0
2914,app,reminder,iOS,11,Wed,0.97,42,15,new,1
2915,web,promo,iOS,7,Fri,0.48,15,3,new,1
2916,web,reminder,Android,11,Tue,0.01,50,13,new,0
2917,web,promo,iOS,17,Sun,0.6,1,3,new,1
2918,web,promo,Android,2,Sat,0.65,51,27,new,0
2919,app,promo,Android,11,Sat,0.83,34,17,active,1
2920,app,promo,iOS,22,Thu,0.2,42,17,active,0
2921,web,promo,iOS,20,Sun,0.52,62,17,inactive,0
2922,app,informative,iOS,22,Mon,0.45,95,27,inactive,0
2923,web,informative,iOS,1,Sat,0.66,32,26,inactive,0
2924,web,informative,iOS,13,Mon,0.06,61,20,inactive,0
2925,app,promo,iOS,13,Wed,0.88,93,2,inactive,1
2926,app,reminder,iOS,3,Thu,0.51,54,25,inactive,0
2927,app,informative,Android,16,Thu,0.88,74,6,active,1
2928,app,reminder,Android,14,Fri,0.34,58,12,active,0
2929,app,reminder,Android,15,Fri,0.65,85,6,active,1
2930,app,promo,iOS,4,Sun,0.96,24,21,new,1
2931,app,promo,iOS,23,Mon,0.94,27,12,new,1
2932,web,promo,iOS,16,Sat,0.94,21,23,inactive,1
2933,web,informative,Android,22,Sat,0.04,18,26,active,0
2934,web,promo,Android,6,Tue,0.4,55,3,inactive,0
2935,web,informative,Android,22,Mon,0.06,68,15,active,0
2936,web,informative,iOS,14,Sat,0.31,47,24,active,0
2937,app,informative,Android,16,Fri,0.17,54,27,inactive,0
2938,web,informative,Android,11,Fri,0.62,18,27,inactive,0
2939,web,promo,iOS,10,Fri,0.78,73,14,new,0
2940,web,informative,Android,18,Mon,0.51,64,12,active,0
2941,web,promo,Android,10,Thu,0.8,49,9,new,1
2942,web,promo,Android,1,Sun,0.01,94,9,new,0
2943,web,informative,iOS,14,Tue,0.82,35,4,new,1
2944,web,promo,Android,4,Tue,0.18,94,3,new,0
2945,app,reminder,iOS,17,Fri,0.46,39,18,active,0
2946,app,promo,iOS,20,Wed,0.44,58,29,active,0
2947,web,promo,Android,20,Mon,0.87,57,14,new,1
2948,app,informative,Android,15,Sat,0.97,6,8,active,1
2949,app,informative,iOS,3,Sat,0.26,78,15,new,0
2950,app,promo,iOS,22,Sun,0.07,93,27,inactive,0
2951,app,informative,iOS,9,Thu,0.65,96,3,new,1
2952,web,reminder,iOS,21,Fri,0.5,78,24,inactive,0
2953,app,reminder,iOS,1,Wed,0.57,20,10,new,0
2954,app,informative,Android,14,Fri,0.05,50,16,new,0
2955,app,promo,iOS,3,Wed,0.78,9,20,active,1
2956,web,reminder,Android,15,Tue,0.23,76,0,inactive,0
2957,web,reminder,iOS,6,Wed,0.33,14,8,active,0
2958,web,promo,Android,11,Tue,0.23,23,11,new,0
2959,web,informative,iOS,2,Tue,0.95,48,22,inactive,1
2960,web,reminder,Android,16,Mon,0.17,98,11,new,0
2961,web,promo,Android,8,Sun,0.73,80,9,inactive,1
2962,web,promo,iOS,7,Wed,0.25,82,8,inactive,0
2963,app,reminder,iOS,22,Thu,0.42,56,20,new,0
2964,app,informative,Android,5,Thu,1.0,40,25,new,1
2965,app,reminder,Android,14,Wed,0.1,97,29,active,0
2966,web,promo,Android,9,Sun,0.88,69,24,active,1
2967,web,reminder,iOS,22,Mon,0.95,39,19,new,1
2968,web,informative,iOS,5,Thu,0.7,74,15,active,1
2969,web,promo,iOS,14,Fri,0.01,86,12,active,0
2970,web,informative,iOS,13,Thu,0.82,43,2,new,1
2971,app,reminder,Android,18,Mon,0.88,97,17,inactive,0
2972,app,reminder,iOS,12,Tue,0.98,31,3,new,1
2973,web,informative,iOS,13,Tue,0.84,70,18,active,1
2974,web,reminder,iOS,2,Tue,0.45,3,24,new,0
2975,web,informative,iOS,3,Mon,0.69,4,12,new,0
2976,web,reminder,iOS,13,Tue,0.49,27,27,inactive,0
2977,app,informative,Android,13,Sun,0.35,89,27,inactive,0
2978,web,informative,iOS,7,Tue,0.63,27,12,active,1
2979,web,promo,Android,9,Mon,0.77,47,11,active,1
2980,web,promo,iOS,8,Fri,0.64,60,23,active,1
2981,web,informative,iOS,13,Thu,0.83,36,27,active,1
2982,app,reminder,iOS,7,Mon,0.18,46,0,active,0
2983,web,reminder,iOS,10,Mon,0.37,61,1,new,0
2984,web,reminder,Android,9,Wed,0.31,42,2,new,0
2985,app,informative,Android,17,Tue,0.19,7,21,active,0
2986,app,informative,iOS,3,Sat,0.44,30,20,inactive,0
2987,app,informative,Android,3,Fri,0.95,50,26,inactive,1
2988,web,informative,Android,11,Sat,0.54,47,20,active,0
2989,web,promo,iOS,17,Wed,0.29,93,21,new,0
2990,app,informative,Android,7,Fri,0.35,40,12,inactive,0
2991,app,reminder,Android,2,Tue,0.61,5,11,inactive,0
2992,app,promo,iOS,17,Sat,0.35,70,15,inactive,0
2993,app,reminder,iOS,6,Tue,0.54,58,13,inactive,0
2994,app,informative,Android,0,Tue,0.27,44,23,new,0
2995,app,promo,iOS,21,Thu,0.35,71,13,new,0
2996,web,informative,iOS,12,Fri,0.71,32,16,inactive,0
2997,web,promo,iOS,2,Fri,0.58,79,4,new,1
2998,web,reminder,Android,2,Wed,0.09,77,5,new,0
2999,app,informative,iOS,14,Mon,0.97,82,26,active,1
3000,app,informative,iOS,20,Tue,0.05,74,9,active,0
3001,app,promo,Android,18,Tue,0.08,40,26,active,0
3002,app,promo,Android,3,Sat,0.7,57,21,active,1
3003,app,informative,Android,12,Wed,0.71,11,8,inactive,1
3004,app,promo,Android,12,Fri,0.02,40,25,active,0
3005,web,informative,Android,14,Thu,0.64,47,6,active,1
3006,web,promo,iOS,18,Fri,0.03,2,3,new,0
3007,app,reminder,Android,15,Thu,0.96,91,22,inactive,1
3008,web,promo,iOS,6,Thu,0.7,52,6,new,1
3009,app,reminder,Android,2,Fri,0.19,72,10,new,0
3010,web,promo,iOS,19,Sat,0.16,49,26,new,0
3011,app,promo,iOS,1,Tue,0.57,59,5,active,1
3012,app,informative,Android,17,Thu,0.63,38,15,inactive,0
3013,web,promo,Android,10,Sat,0.83,16,15,active,1
3014,web,promo,Android,0,Wed,0.9,88,23,inactive,0
3015,app,reminder,Android,15,Wed,0.39,87,23,new,0
3016,app,promo,Android,16,Thu,0.84,78,28,inactive,0
3017,web,informative,Android,15,Tue,0.54,27,12,new,0
3018,web,reminder,iOS,9,Thu,0.47,74,25,active,0
3019,app,informative,iOS,16,Wed,0.7,28,11,new,0
3020,web,informative,iOS,2,Sun,0.1,89,28,active,0
3021,app,informative,iOS,17,Wed,0.27,66,21,active,0
3022,app,informative,iOS,18,Fri,0.82,45,26,active,1
3023,app,reminder,Android,13,Sun,0.5,33,1,new,1
3024,app,promo,Android,20,Tue,0.91,60,20,active,1
3025,web,informative,iOS,1,Fri,0.09,50,12,inactive,0
3026,web,reminder,iOS,11,Sun,0.31,46,0,inactive,0
3027,web,informative,Android,10,Sat,0.36,35,9,inactive,0
3028,web,promo,Android,16,Sun,0.42,41,25,inactive,0
3029,web,reminder,Android,5,Sat,0.99,58,29,active,1
3030,web,reminder,Android,18,Sat,0.31,77,27,inactive,0
3031,web,promo,iOS,12,Sun,0.52,55,28,new,0
3032,app,reminder,iOS,6,Sun,0.54,5,9,inactive,1
3033,web,promo,Android,21,Mon,0.77,5,29,inactive,0
3034,web,reminder,Android,10,Sun,0.52,22,27,new,0
3035,app,reminder,iOS,6,Sat,0.61,34,28,new,0
3036,web,promo,iOS,12,Thu,0.75,65,10,inactive,0
3037,web,promo,iOS,12,Fri,0.1,59,8,active,0
3038,app,reminder,Android,20,Sat,0.96,17,3,new,1
3039,web,reminder,iOS,0,Tue,0.85,51,16,active,1
3040,web,promo,Android,18,Sun,0.39,49,18,active,0
3041,web,promo,Android,18,Sat,0.73,9,9,inactive,1
3042,app,reminder,Android,22,Thu,0.76,74,12,active,1
3043,web,reminder,iOS,14,Sun,0.85,15,1,active,1
3044,web,reminder,iOS,13,Thu,0.19,29,8,active,0
3045,app,promo,Android,2,Thu,0.7,53,6,inactive,1
3046,web,reminder,iOS,20,Thu,0.03,25,25,new,0
3047,app,informative,Android,19,Thu,0.12,85,9,inactive,0
3048,app,promo,iOS,3,Tue,0.78,81,11,new,0
3049,web,reminder,Android,6,Mon,0.81,91,21,active,1
3050,app,promo,Android,0,Wed,0.59,28,19,new,0
3051,app,informative,iOS,22,Mon,0.58,23,10,new,0
3052,web,promo,iOS,23,Wed,0.75,3,3,new,1
3053,app,reminder,Android,18,Fri,0.91,33,11,new,1
3054,app,informative,iOS,2,Sun,0.42,71,11,active,0
3055,web,informative,Android,19,Thu,0.11,69,22,new,0
3056,web,reminder,Android,14,Fri,0.84,90,7,new,1
3057,web,reminder,Android,12,Fri,0.34,17,19,active,0
3058,app,reminder,Android,21,Sun,0.13,81,13,new,0
3059,web,promo,Android,13,Wed,0.61,67,6,inactive,1
3060,app,promo,Android,6,Tue,0.58,67,2,new,1
3061,app,promo,Android,0,Thu,0.47,34,27,inactive,0
3062,app,reminder,Android,12,Sat,0.86,8,27,inactive,0
3063,app,reminder,iOS,3,Sun,0.27,45,24,inactive,0
3064,app,promo,iOS,11,Sun,0.01,60,27,active,0
3065,app,informative,Android,6,Fri,0.32,56,18,inactive,0
3066,app,promo,Android,1,Mon,0.01,70,13,inactive,0
3067,web,informative,Android,16,Thu,0.54,22,18,active,0
